time,open,high,low,close,volume,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2025-01-14 12:00:00+00:00,3.791,3.8129999999999997,3.7560000000000002,3.762,202559,1.1027936147110786,1.1027936147110786,-0.03036397702407756,-0.03428085054980324,0.00391687352572568
2025-01-14 13:00:00+00:00,3.761,3.81,3.741,3.787,317840,7.260308072552619,3.1552984339915917,-0.03331266407469258,-0.029783630080334605,-0.003529033994357971
2025-01-14 14:00:00+00:00,3.7880000000000003,3.879,3.771,3.86,310516,38.53020741554703,15.631103034270245,-0.029419895649109407,-0.02071268932380115,-0.008707206325308258
2025-01-14 15:00:00+00:00,3.859,3.879,3.822,3.868,164446,71.86354074888037,39.218018745660004,-0.025396559752722148,-0.013351482741931112,-0.012045077010791036
2025-01-14 16:00:00+00:00,3.868,3.916,3.8529999999999998,3.894,275205,97.93656600966108,69.44343805802949,-0.01988087995067822,-0.006268642351909746,-0.013612237598768475
2025-01-14 17:00:00+00:00,3.894,4.05,3.884,4.008,378065,100.0,89.93336891951382,-0.0062388985678722975,0.005898671224716942,-0.01213756979258924
2025-01-14 18:00:00+00:00,4.01,4.046,3.983,4.015,215257,100.0,99.31218866988702,0.005078766601765761,0.013773069115484001,-0.00869430251371824
2025-01-14 19:00:00+00:00,4.013,4.013,3.955,3.975,139503,94.2211859298859,98.0737286432953,0.010697122314710317,0.015513139862742846,-0.00481601754803253
2025-01-14 20:00:00+00:00,3.974,3.997,3.971,3.984,45444,89.39699074050178,94.53939222346254,0.015695012148900567,0.016408823757546476,-0.0007138116086459105
2025-01-15 06:00:00+00:00,3.974,3.974,3.974,3.974,608,83.07156673265219,88.89658113434662,0.0186341564674386,0.01547837446086761,0.003155782006570992
2025-01-15 07:00:00+00:00,3.974,3.995,3.968,3.973,76072,82.36722744897855,84.94526164071083,0.020644777725923102,0.013991196575481687,0.006653581150441414
2025-01-15 08:00:00+00:00,3.973,3.98,3.94,3.953,76851,77.48369212336617,80.97416210166563,0.020389341074013245,0.010988607938857465,0.00940073313515578
2025-01-15 09:00:00+00:00,3.953,3.9779999999999998,3.941,3.973,55016,76.8136095800103,78.88817638411834,0.021552297075234872,0.009721251152063272,0.0118310459231716
2025-01-15 10:00:00+00:00,3.972,4.0,3.947,3.989,95163,78.43060141064458,77.57596770467367,0.0234941879927133,0.009330513655633359,0.014163674337079941
2025-01-15 11:00:00+00:00,3.988,4.034,3.952,3.961,173726,76.88992033298443,77.37804377454643,0.022514254232985476,0.006680463916724427,0.01583379031626105
2025-01-15 12:00:00+00:00,3.9619999999999997,3.9939999999999998,3.878,3.886,288595,50.55209355085659,68.62420509816187,0.01550702118211067,-0.0002614153073203021,0.01576843648943097
2025-01-15 13:00:00+00:00,3.885,4.022,3.867,3.998,442914,45.00833165720466,57.483448513681886,0.01877477852194298,0.002405073626009606,0.016369704895933375
2025-01-15 14:00:00+00:00,3.998,4.105,3.971,4.034,530935,51.632061882043594,49.064162363368276,0.023992824545777225,0.006098495719875079,0.017894328825902146
2025-01-15 15:00:00+00:00,4.034,4.062,3.992,4.027,137279,78.71060030726925,58.45033128217249,0.02724921018216353,0.007483905085009106,0.019765305097154424
2025-01-15 16:00:00+00:00,4.026,4.048,3.972,4.046,149825,86.04757635802609,72.13007951577964,0.0310056466758315,0.00899227326294166,0.02201337341288984
2025-01-15 17:00:00+00:00,4.046,4.078,4.007,4.038,184056,88.39854104685129,84.38557257071554,0.0329572063597503,0.008755066357488371,0.02420214000226193
2025-01-15 18:00:00+00:00,4.037,4.052,3.995,4.046,151883,94.00517115273244,89.4837628525366,0.03474880205102826,0.008437329639013062,0.0263114724120152
2025-01-15 19:00:00+00:00,4.046,4.125,4.042,4.124,142333,97.07811851878097,93.1606102394549,0.04197869836697521,0.012533780763968008,0.0294449176030072
2025-01-15 20:00:00+00:00,4.125,4.133,4.111,4.131,74194,99.35183519777347,96.81170828976228,0.04772316188098502,0.014622595422382256,0.033100566458602765
2025-01-16 06:00:00+00:00,4.057,4.065,4.057,4.06,2049,85.51040868772263,93.98012080142568,0.046016138572805065,0.010332457691361839,0.035683680881443226
2025-01-16 07:00:00+00:00,4.057,4.097,4.053,4.073,91706,72.78754116744072,85.88326168431227,0.04519136374647825,0.007606146292028021,0.03758521745445023
2025-01-16 08:00:00+00:00,4.074,4.083,4.054,4.057,61013,56.97573885243576,71.75789623586637,0.042753818070621286,0.004134880492936838,0.03861893757768445
2025-01-16 09:00:00+00:00,4.055,4.076,4.055,4.068,37733,57.31572380069747,62.35966794019131,0.04123432994200815,0.0020923138914589606,0.03914201605054919
2025-01-16 10:00:00+00:00,4.068,4.089,4.06,4.081,50694,57.88354652733881,57.391669726824006,0.040610977933071446,0.0011751695060178008,0.039435808427053645
2025-01-16 11:00:00+00:00,4.081,4.141,4.07,4.12,123328,59.987900999840065,58.39572377595877,0.04277090467327138,0.002668076996974182,0.0401028276762972
2025-01-16 12:00:00+00:00,4.122,4.173,4.101,4.166,185296,72.68835170709379,63.51993307809087,0.0476452529207414,0.006033940195555358,0.04161131272518604
2025-01-16 13:00:00+00:00,4.165,4.171,4.068,4.119,270812,61.796742440658306,64.82433171586403,0.047171933138323574,0.004448496330510025,0.04272343680781355
2025-01-16 14:00:00+00:00,4.119,4.139,4.076,4.116,156873,51.13804459467136,61.874379580807805,0.04602421042402671,0.002640618892970528,0.043383591531056184
2025-01-16 15:00:00+00:00,4.116,4.124,4.036,4.07,247091,19.253866918099984,44.06288465114321,0.0409309893752301,-0.0019620817246608704,0.04289307109989097
2025-01-16 16:00:00+00:00,4.065,4.095,4.037,4.042,155105,8.967187644842697,26.453033052538004,0.034240505768620366,-0.006922052265016479,0.041162558033636845
2025-01-16 17:00:00+00:00,4.041,4.074,4.024,4.037,119187,0.0,9.407018187647552,0.028209608290294952,-0.010362359794673516,0.03857196808496847
2025-01-16 18:00:00+00:00,4.037,4.21,4.035,4.208,327784,29.161406647582506,12.709531430808392,0.03680409478687441,-0.0014142986384752532,0.03821839342534966
2025-01-16 19:00:00+00:00,4.208,4.301,4.195,4.294,257512,62.494739980915845,30.552048876166108,0.04997864580514211,0.009408201903833957,0.04057044390130815
2025-01-16 20:00:00+00:00,4.293,4.315,4.29,4.304,118445,95.82807331424918,62.49473998091583,0.060528751066689424,0.015966645732305017,0.04456210533438441
2025-01-17 06:00:00+00:00,4.144,4.191,4.144,4.145,4968,74.53059086183146,77.61780138566549,0.05542095603152841,0.008687080557715207,0.046733875473813205
2025-01-17 07:00:00+00:00,4.144,4.172,4.136,4.147,199961,49.28542736236619,73.21469717948226,0.05094708862755315,0.0033705705229919516,0.0475765181045612
2025-01-17 08:00:00+00:00,4.146,4.161,4.131,4.141,95834,23.194669899687796,49.003562707961805,0.046382695776831184,-0.0009550578621840139,0.0473377536390152
2025-01-17 09:00:00+00:00,4.142,4.145,4.12,4.131,70146,21.09756879560121,31.19255535255172,0.041480305984649135,-0.004685958123492852,0.04616626410814199
2025-01-17 10:00:00+00:00,4.131,4.145,4.108,4.13,115206,18.620415917245825,20.970884870844934,0.03708692018183246,-0.007263475141047623,0.044350395322880085
2025-01-17 11:00:00+00:00,4.128,4.129,4.09,4.102,86853,12.554944765881759,17.424309826242922,0.030988547599205774,-0.010689478178939449,0.04167802577814522
2025-01-17 12:00:00+00:00,4.103,4.125,4.063,4.082,254220,6.7881216748035484,12.65449411931037,0.024262032925077115,-0.013932794282454489,0.038194827207531604
2025-01-17 13:00:00+00:00,4.083,4.11,3.995,4.044,437845,1.1771047192908686,6.840057053325382,0.01568414213565994,-0.018008548057497333,0.03369269019315727
2025-01-17 14:00:00+00:00,4.044,4.049,3.959,4.023,357689,0.0,2.6550754646981294,0.007109622091122425,-0.021266454481627877,0.028376076572750302
2025-01-17 15:00:00+00:00,4.023,4.065,3.995,4.029,171453,0.8947579634845543,0.6906208942584647,0.0007893044255604664,-0.02206941771775187,0.022858722143312336
2025-01-17 16:00:00+00:00,4.029,4.031,3.971,4.027,105804,1.5519958511756684,0.8155846048867313,-0.004331050491053645,-0.021751818107492785,0.01742076761643914
2025-01-17 17:00:00+00:00,4.027,4.055,3.9619999999999997,4.017,216793,1.5519958511756684,1.3329165552786209,-0.009091088667990022,-0.02120948502754333,0.012118396359553309
